Price,Adj Close,Close,High,Low,Open,Volume
Ticker,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
Date,,,,,,
2007-10-05,32.764320373535156,56.5875129699707,61.59376525878906,46.77188491821289,50.51251220703125,855215656
2007-10-08,31.087026596069336,53.69063949584961,58.50001525878906,53.3531379699707,58.50001525878906,126671715
2007-10-09,33.20401382446289,57.34688949584961,57.8531379699707,50.8218879699707,53.7187614440918,116725709
2007-10-10,33.51340866088867,57.881263732910156,59.06251525878906,57.37501525878906,58.8375129699707,67931378
2007-10-11,37.25882339477539,64.35001373291016,67.50001525878906,57.37501525878906,67.50001525878906,106320954
2007-10-12,37.014556884765625,63.928138732910156,66.31876373291016,62.43751525878906,63.00001525878906,99410791
2007-10-15,37.503089904785156,64.77188873291016,65.64376831054688,64.20938873291016,65.25001525878906,41814972
2007-10-16,41.32993698120117,71.38126373291016,72.50627136230469,64.40626525878906,64.85626220703125,138614496
2007-10-17,44.55426788330078,76.95001983642578,78.75001525878906,59.6812629699707,64.12501525878906,204876259
2007-10-18,42.99095153808594,74.25001525878906,84.06564331054688,71.07189178466797,78.18751525878906,146617799
2007-10-19,42.84440612792969,73.99689483642578,77.00627136230469,70.31251525878906,72.56251525878906,110266491
2007-10-22,42.27445983886719,73.01251983642578,75.29064178466797,70.59376525878906,72.50627136230469,72253405
2007-10-23,45.28706741333008,78.21564483642578,78.91876983642578,74.81251525878906,74.81251525878906,74594921
2007-10-24,44.58683395385742,77.00627136230469,80.7187728881836,76.13439178466797,79.87501525878906,63055170
2007-10-25,44.489131927490234,76.83751678466797,78.63751983642578,67.86563873291016,74.39064025878906,34522489
2007-10-26,45.824462890625,79.14376831054688,80.40939331054688,76.07814025878906,78.18751525878906,62370025
2007-10-29,46.752655029296875,80.74689483642578,82.6875228881836,80.04376983642578,80.4375228881836,43657697
2007-10-30,47.79486846923828,82.5468978881836,84.76876831054688,79.42501831054688,81.8437728881836,79921711
2007-10-31,48.7882194519043,84.26251983642578,86.1187744140625,82.6875228881836,82.9687728881836,44655368
2007-11-01,47.6971549987793,82.37814331054688,86.99064636230469,81.7031478881836,86.3437728881836,50632492
2007-11-02,48.560237884521484,83.86876678466797,84.3750228881836,78.75001525878906,79.39689636230469,32001693
2007-11-05,49.553585052490234,85.58439636230469,87.4687728881836,83.30626678466797,83.8125228881836,38833135
2007-11-06,50.20497131347656,86.70939636230469,92.19377136230469,85.52814483642578,87.07501983642578,81880281
2007-11-07,49.472171783447266,85.44377136230469,89.55001831054688,83.5312728881836,88.3125228881836,33593141
2007-11-08,48.62537384033203,83.98126983642578,86.2593994140625,82.1250228881836,83.2500228881836,27990521
2007-11-12,49.7978630065918,86.00627136230469,87.5250244140625,79.22814178466797,81.45001983642578,35153735
2007-11-13,50.98662567138672,88.05939483642578,89.83126831054688,84.68439483642578,87.4687728881836,43830531
2007-11-14,50.31896209716797,86.9062728881836,90.8437728881836,86.45626831054688,89.60626983642578,36738579
2007-11-15,51.16575622558594,88.3687744140625,89.9156494140625,86.70939636230469,88.53752136230469,29242252
2007-11-16,50.8075065612793,87.7500228881836,89.74689483642578,86.73751831054688,87.97502136230469,18895294
2007-11-19,52.647640228271484,90.92814636230469,94.2187728881836,89.0718994140625,89.74689483642578,40716718
2007-11-20,51.83340072631836,89.52189636230469,93.0937728881836,88.42501831054688,90.5625228881836,26342171
2007-11-21,47.79486846923828,82.5468978881836,90.59064483642578,80.55001831054688,90.0562744140625,26814499
2007-11-22,46.15015411376953,79.70626831054688,84.9937744140625,76.24689483642578,81.67501831054688,34096185
2007-11-23,49.211612701416016,84.9937744140625,85.5000228881836,80.21251678466797,84.9375228881836,27664090
2007-11-26,49.602439880371094,85.66876983642578,88.14376831054688,84.9937744140625,88.14376831054688,20159123
2007-11-27,48.381103515625,83.55939483642578,87.13127136230469,82.6875228881836,87.13127136230469,20573198
2007-11-28,47.66460418701172,82.32189178466797,85.7812728881836,81.75939178466797,85.38751983642578,16435311
2007-11-29,46.37812042236328,80.10002136230469,84.82501983642578,79.05939483642578,84.3750228881836,25530967
2007-11-30,48.16940689086914,83.19377136230469,83.70001983642578,80.4375228881836,81.5625228881836,18437721
2007-12-03,48.85337448120117,84.3750228881836,85.4156494140625,83.55939483642578,84.20626831054688,16851227
2007-12-04,48.218265533447266,83.27814483642578,85.6406478881836,82.65939331054688,84.9375228881836,14008727
2007-12-05,50.139827728271484,86.59689331054688,86.9062728881836,83.2500228881836,83.41876983642578,27725290
2007-12-06,49.211612701416016,84.9937744140625,89.80314636230469,83.89689636230469,88.48126983642578,24104710
2007-12-07,48.999916076660156,84.62814331054688,86.73751831054688,83.1093978881836,85.52814483642578,11742386
2007-12-10,49.04877471923828,84.7125244140625,85.75314331054688,83.61564636230469,85.44377136230469,8330010
2007-12-11,48.82080078125,84.31877136230469,85.95001983642578,83.89689636230469,85.47189331054688,11685950
2007-12-12,48.7882194519043,84.26251983642578,85.02189636230469,82.6875228881836,83.2500228881836,16342131
2007-12-13,47.9739990234375,82.85626983642578,85.5000228881836,82.5468978881836,84.3750228881836,14620172
2007-12-14,47.50175094604492,82.04064178466797,83.33439636230469,81.61876678466797,82.57501983642578,10991851
2007-12-17,44.63568878173828,77.09064483642578,82.9687728881836,75.93751525878906,82.51876831054688,19355678
2007-12-18,44.440269470214844,76.75314331054688,79.31251525878906,74.36251831054688,76.21876525878906,21607783
2007-12-19,43.62606430053711,75.34689331054688,79.90314483642578,74.70001983642578,79.22814178466797,19526912
2007-12-20,43.186370849609375,74.58751678466797,76.95001983642578,74.25001525878906,76.33126831054688,17105204
2007-12-24,44.505409240722656,76.86564636230469,78.07501983642578,75.09376525878906,75.71251678466797,16711519
2007-12-26,45.85700988769531,79.20001983642578,80.1562728881836,77.28752136230469,77.28752136230469,20930094
2007-12-27,46.18270492553711,79.76251983642578,81.95626831054688,79.08751678466797,80.83126831054688,44565277
2007-12-28,46.540958404541016,80.38127136230469,80.7187728881836,78.75001525878906,79.59376525878906,18354518
2007-12-31,46.8829345703125,80.97189331054688,81.45001983642578,79.98751831054688,81.0000228881836,11982308
2008-01-01,47.74601364135742,82.46251678466797,83.22189331054688,80.63439178466797,81.39376831054688,16687746
2008-01-02,47.4854621887207,82.01251983642578,83.08126831054688,80.80314636230469,82.46251678466797,13437280
2008-01-03,49.43959426879883,85.38751983642578,85.72502136230469,80.52189636230469,81.50627136230469,31815218
2008-01-04,49.17905044555664,84.9375228881836,87.7500228881836,84.3750228881836,86.6250228881836,28011310
2008-01-07,48.77194595336914,84.2343978881836,86.17501831054688,83.33439636230469,84.40314483642578,15858063
2008-01-08,47.11091613769531,81.36564636230469,85.5000228881836,80.38127136230469,84.31877136230469,13282666
2008-01-09,46.36183547973633,80.07189178466797,81.81564331054688,79.87501525878906,81.45001983642578,13113527
2008-01-10,45.2545051574707,78.15939331054688,82.6875228881836,77.62501525878906,80.4375228881836,18023003
2008-01-11,45.93844985961914,79.34064483642578,80.10002136230469,76.21876525878906,79.22814178466797,11629440
2008-01-14,46.638675689697266,80.55001831054688,81.39376831054688,78.21564483642578,79.48126983642578,10264240
2008-01-15,45.22193145751953,78.10314178466797,82.18126678466797,77.45626831054688,81.8437728881836,11558334
2008-01-16,44.2937126159668,76.50001525878906,78.18751525878906,74.55939483642578,77.54064178466797,14834065
2008-01-17,45.48247146606445,78.55314636230469,80.2968978881836,75.15001678466797,76.78126525878906,16169395
2008-01-18,43.365501403808594,74.89689636230469,77.99064636230469,74.25001525878906,77.90626525878906,13254156
2008-01-21,35.98863983154297,62.15626525878906,74.25001525878906,54.1406364440918,74.25001525878906,33202389
2008-01-22,32.373497009277344,55.912513732910156,59.06251525878906,44.409385681152344,56.0250129699707,58755707
2008-01-23,35.98863983154297,62.15626525878906,64.54689025878906,56.81251525878906,56.81251525878906,28425991
2008-01-24,36.070068359375,62.29689025878906,66.71251678466797,59.34376525878906,65.50314331054688,29911930
2008-01-25,37.92649459838867,65.50314331054688,65.81251525878906,62.85939025878906,65.25001525878906,12550722
2008-01-28,38.33360290527344,66.20626831054688,66.71251678466797,59.34376525878906,64.60314178466797,13601109
2008-01-29,37.69850540161133,65.10939025878906,67.33126831054688,64.12501525878906,66.37501525878906,7679877
2008-01-30,35.614112854003906,61.50939178466797,65.53126525878906,60.693763732910156,65.25001525878906,9016102
2008-01-31,33.28542709350586,57.48751449584961,62.325016021728516,56.81251525878906,62.15626525878906,41538563
2008-02-01,34.441619873046875,59.48439025878906,59.90626525878906,57.93751525878906,58.47188949584961,9089201
2008-02-04,36.21662521362305,62.55001449584961,63.28126525878906,60.60939025878906,60.60939025878906,12009385
2008-02-05,37.34025192260742,64.49063873291016,65.33438873291016,61.31251525878906,62.662513732910156,14593303
2008-02-06,37.014556884765625,63.928138732910156,64.68751525878906,60.356266021728516,62.71876525878906,12429218
2008-02-07,35.27212905883789,60.918766021728516,65.22189331054688,60.52501678466797,63.05626678466797,11300078
2008-02-08,34.360191345214844,59.34376525878906,61.818763732910156,58.24688720703125,61.31251525878906,13514197
2008-02-11,31.933813095092773,55.15313720703125,60.18751525878906,54.5625114440918,60.18751525878906,15133331
2008-02-12,31.363861083984375,54.16876220703125,57.178138732910156,53.7187614440918,56.81251525878906,10237627
2008-02-13,30.907888412475586,53.381263732910156,55.8281364440918,52.28438949584961,55.1250114440918,10395753
2008-02-14,33.61111068725586,58.05001449584961,58.64064025878906,54.5625114440918,54.5625114440918,12514003
2008-02-15,34.571895599365234,59.709388732910156,60.18751525878906,56.27813720703125,57.82501220703125,12080990
2008-02-18,34.3764762878418,59.37188720703125,61.059391021728516,58.865638732910156,61.059391021728516,6977153
2008-02-19,34.0019416809082,58.725013732910156,60.58126449584961,58.2750129699707,60.44063949584961,7226542
2008-02-20,33.155155181884766,57.26251220703125,58.19063949584961,56.615638732910156,58.162513732910156,5604999
2008-02-21,33.383121490478516,57.65626525878906,58.64064025878906,56.95314025878906,58.19063949584961,3874365
2008-02-22,32.95973205566406,56.92501449584961,57.2906379699707,55.15313720703125,55.7437629699707,2691220
2008-02-25,33.236576080322266,57.40313720703125,58.10626220703125,56.0250129699707,57.600013732910156,6270186
2008-02-26,33.36684036254883,57.62813949584961,58.443763732910156,57.34688949584961,57.93751525878906,7139423
2008-02-27,35.320980072021484,61.00313949584961,64.01251220703125,58.47188949584961,58.47188949584961,43223132
2008-02-28,36.3143310546875,62.71876525878906,63.19689178466797,60.75001525878906,61.59376525878906,35763847
2008-02-29,35.7932243347168,61.818763732910156,63.56251525878906,60.80626678466797,62.325016021728516,16477462
2008-03-03,34.295074462890625,59.23126220703125,61.200016021728516,58.5562629699707,59.1187629699707,10049153
2008-03-04,33.415706634521484,57.7125129699707,59.850013732910156,56.25001525878906,59.62501525878906,11485198
2008-03-05,34.034507751464844,58.78126525878906,59.06251525878906,56.3062629699707,57.9937629699707,8581053
2008-03-07,32.29207229614258,55.771888732910156,57.93751525878906,53.4375114440918,57.93751525878906,14251925
2008-03-10,32.17750930786133,55.29376220703125,55.6875114440918,52.115638732910156,55.57501220703125,11713659
2008-03-11,34.828956604003906,59.850013732910156,60.412513732910156,53.55001449584961,54.8437614440918,19665129
2008-03-12,33.94513702392578,58.33126449584961,61.87501525878906,57.76876449584961,61.481266021728516,12262350
2008-03-13,29.28054428100586,50.315635681152344,57.37501525878906,48.9375114440918,56.81251525878906,47000084
2008-03-14,31.29368782043457,53.7750129699707,54.0000114440918,50.6812629699707,51.721885681152344,35798540
2008-03-17,30.0661678314209,51.6656379699707,52.76251220703125,50.568763732910156,52.76251220703125,19211273
2008-03-18,30.328039169311523,52.115638732910156,53.12813949584961,50.737510681152344,51.581260681152344,12632937
2008-03-19,30.508068084716797,52.42501449584961,58.38751220703125,52.0875129699707,54.5625114440918,16449023
2008-03-24,30.80267333984375,52.9312629699707,54.39376449584961,51.77813720703125,54.39376449584961,11636914
2008-03-25,31.96473503112793,54.928138732910156,55.2656364440918,53.32501220703125,54.30938720703125,13232423
2008-03-26,31.76832389831543,54.59063720703125,55.912513732910156,54.0000114440918,54.5625114440918,11448313
2008-03-27,32.3411750793457,55.57501220703125,56.10939025878906,53.7750129699707,53.7750129699707,17425122
2008-03-28,32.40663146972656,55.6875114440918,56.10939025878906,54.225013732910156,55.8281364440918,11599511
2008-03-31,32.17750930786133,55.29376220703125,55.94063949584961,54.5625114440918,55.6875114440918,9914705
2008-04-01,32.24296951293945,55.4062614440918,56.193763732910156,54.7031364440918,55.6875114440918,6034588
2008-04-02,32.76670837402344,56.3062629699707,57.93751525878906,55.6875114440918,55.6875114440918,6087024
2008-04-03,32.504844665527344,55.85626220703125,56.70001220703125,55.4062614440918,56.4468879699707,3883474
2008-04-04,32.3411750793457,55.57501220703125,56.22188949584961,54.506263732910156,56.22188949584961,5906537
2008-04-07,32.210235595703125,55.350013732910156,55.912513732910156,54.7031364440918,55.65938949584961,4088729
2008-04-08,31.391889572143555,53.943763732910156,55.37813949584961,53.55001449584961,55.2656364440918,5753811
2008-04-09,31.473716735839844,54.084388732910156,54.5625114440918,53.46563720703125,54.11251449584961,3776374
2008-04-10,32.095664978027344,55.15313720703125,55.5468864440918,53.803138732910156,54.0000114440918,7075297
2008-04-11,32.24296951293945,55.4062614440918,55.9687614440918,54.8437614440918,55.6875114440918,4012660
2008-04-15,32.73397445678711,56.25001525878906,56.53126525878906,54.11251449584961,55.068763732910156,6362785
2008-04-16,32.29206848144531,55.490638732910156,57.20626449584961,55.2656364440918,56.81251525878906,4725794
2008-04-17,33.53596115112305,57.62813949584961,58.95001220703125,55.71563720703125,56.334388732910156,14831167
2008-04-21,34.07606887817383,58.5562629699707,59.568763732910156,57.93751525878906,58.50001525878906,7639361
2008-04-22,34.63254928588867,59.51251220703125,60.18751525878906,57.93751525878906,58.50001525878906,8814769
2008-04-23,34.66529083251953,59.568763732910156,60.271888732910156,58.78126525878906,59.62501525878906,5265604
2008-04-24,33.43775939941406,57.459388732910156,60.30001449584961,56.95314025878906,60.18751525878906,8801780
2008-04-25,33.71600341796875,57.93751525878906,58.75313949584961,57.1500129699707,58.50001525878906,4095990
2008-04-28,33.84693145751953,58.162513732910156,59.287513732910156,57.93751525878906,57.9937629699707,4708244
2008-04-29,34.32157897949219,58.9781379699707,59.5406379699707,58.21876525878906,58.50001525878906,6497143
2008-04-30,34.55072021484375,59.37188720703125,60.131263732910156,59.06251525878906,59.568763732910156,6331377
2008-05-02,34.861690521240234,59.90626525878906,61.59376525878906,59.79376220703125,60.271888732910156,5658418
2008-05-05,34.69802474975586,59.62501525878906,61.03126525878906,59.23126220703125,60.693763732910156,7642293
2008-05-06,34.40341567993164,59.1187629699707,60.30001449584961,58.78126525878906,59.146888732910156,5061166
2008-05-07,33.91239929199219,58.2750129699707,59.45626449584961,57.37501525878906,59.06251525878906,4303106
2008-05-08,33.50323486328125,57.5718879699707,58.162513732910156,57.23439025878906,57.82501220703125,3642073
2008-05-09,33.30683898925781,57.23439025878906,58.725013732910156,56.36251449584961,56.81251525878906,8621761
2008-05-12,33.30683898925781,57.23439025878906,57.65626525878906,55.9687614440918,57.23439025878906,4890395
2008-05-13,33.405033111572266,57.40313720703125,57.82501220703125,56.92501449584961,57.48751449584961,5056766
2008-05-14,33.454124450683594,57.48751449584961,57.79689025878906,56.25001525878906,56.25001525878906,2982486
2008-05-15,33.470489501953125,57.51564025878906,58.162513732910156,56.25001525878906,56.25001525878906,2646760
2008-05-16,33.73236083984375,57.96563720703125,58.1343879699707,57.26251220703125,57.93751525878906,4422288
2008-05-20,33.66689682006836,57.8531379699707,58.07814025878906,57.26251220703125,57.37501525878906,3464912
2008-05-21,33.87967300415039,58.21876525878906,59.06251525878906,56.53126525878906,56.53126525878906,3419088
2008-05-22,33.42137908935547,57.4312629699707,57.7125129699707,56.81251525878906,56.81251525878906,3558000
2008-05-23,32.86491775512695,56.475013732910156,57.881263732910156,56.25001525878906,57.09376525878906,4417028
2008-05-26,32.619415283203125,56.053138732910156,56.39064025878906,53.4375114440918,53.4375114440918,2605807
2008-05-27,31.63739013671875,54.365638732910156,56.756263732910156,54.11251449584961,56.13751220703125,3316550
2008-05-28,32.79944610595703,56.36251449584961,56.70001220703125,53.60626220703125,54.5625114440918,4505700
2008-05-29,33.339561462402344,57.2906379699707,57.93751525878906,55.631263732910156,56.95314025878906,11026212
2008-05-30,32.27570724487305,55.4625129699707,57.65626525878906,55.23751449584961,57.4312629699707,4023430
2008-06-02,30.9008731842041,53.100013732910156,56.25001525878906,52.3125114440918,55.1250114440918,4431595
2008-06-03,29.75519561767578,51.131263732910156,52.8750114440918,50.65313720703125,52.3125114440918,6240766
2008-06-04,28.838638305664062,49.5562629699707,51.440635681152344,49.24688720703125,50.9062614440918,5762089
2008-06-05,28.789533615112305,49.471885681152344,49.8375129699707,47.8125114440918,49.5000114440918,9721099
2008-06-06,28.478551864624023,48.9375114440918,50.990638732910156,48.2343864440918,49.2187614440918,6317089
